ReturnID,OrderID,ReturnDate,ReturnReason,RefundAmount
2850,1738,2024-02-06,Late Delivery,928.63
2851,46571,2026-01-03,Damaged,110.63
2852,38863,2025-10-29,Faulty Product,1165.97
2853,21759,2023-07-06,Changed Mind,1430.47
2854,11043,2025-09-21,Damaged,67.33
2855,18091,2022-08-19,Wrong Item,390.21
2856,9957,2025-02-13,Faulty Product,809.63
2857,3094,2023-06-08,Faulty Product,318.7
2858,18035,2022-05-07,Wrong Item,626.94
2859,37148,2022-10-22,Wrong Item,462.72
2860,27941,2025-06-14,Damaged,619.75
2861,11054,2024-03-15,Faulty Product,609.17
2862,38547,2022-12-03,Late Delivery,915.92
2863,32376,2023-02-04,Damaged,810.62
2864,32147,2024-11-04,Faulty Product,617.79
2865,37592,2023-05-06,Faulty Product,428.8
2866,46525,2023-07-10,Damaged,87.77
2867,49821,2023-03-05,Changed Mind,955.24
2868,24979,2022-08-23,Late Delivery,471.52
2869,25224,2022-04-04,Damaged,1116.69
2870,41070,2025-11-23,Damaged,1117.24
2871,19,2025-10-29,Faulty Product,473.34
2872,49305,2023-09-19,Wrong Item,715.01
2873,34380,2025-09-30,Damaged,711.68
2874,37780,2025-08-09,Faulty Product,1512.21
2875,22808,2023-10-13,Changed Mind,218.24
2876,32074,2024-01-30,Damaged,57.43
2877,12145,2022-10-26,Changed Mind,677.61
2878,1482,2025-12-05,Wrong Item,1801.0
2879,37505,2024-09-29,Changed Mind,391.22
2880,691,2022-02-05,Faulty Product,590.8
2881,3234,2025-12-18,Wrong Item,717.07
2882,43245,2024-12-12,Faulty Product,853.08
2883,49087,2022-11-22,Wrong Item,1522.27
2884,14812,2022-10-03,Faulty Product,532.43
2885,40948,2022-03-01,Late Delivery,1393.48
2886,5233,2022-12-11,Faulty Product,36.59
2887,27129,2024-08-10,Wrong Item,1108.58
2888,25939,2025-01-09,Faulty Product,805.7
2889,26291,2025-09-02,Damaged,70.16
2890,27035,2022-09-03,Changed Mind,302.39
2891,46127,2023-07-04,Wrong Item,737.76
2892,40889,2023-02-12,Changed Mind,1109.4
2893,30635,2023-12-15,Late Delivery,209.24
2894,48989,2022-07-29,Damaged,1065.08
2895,41367,2023-04-05,Changed Mind,160.03
2896,43710,2024-12-26,Faulty Product,725.69
2897,47567,2022-03-24,Late Delivery,181.03
2898,619,2022-04-28,Late Delivery,946.16
2899,18326,2024-04-03,Wrong Item,226.21
2900,32761,2022-09-29,Damaged,414.25
2901,11336,2026-01-06,Wrong Item,844.57
2902,44861,2025-09-05,Faulty Product,10.75
2903,46618,2023-09-14,Wrong Item,903.59
2904,17666,2023-12-31,Faulty Product,992.1
2905,25115,2024-12-03,Wrong Item,655.31
2906,24456,2024-01-07,Damaged,456.57
2907,31258,2024-08-02,Late Delivery,1288.0
2908,15278,2025-03-26,Faulty Product,719.47
2909,32585,2022-08-10,Changed Mind,499.76
2910,33555,2023-05-21,Faulty Product,466.02
2911,19546,2024-12-08,Changed Mind,926.67
2912,3817,2024-06-24,Wrong Item,541.8
2913,41841,2024-02-15,Changed Mind,152.24
2914,49872,2024-06-21,Changed Mind,1166.86
2915,21256,2025-05-21,Wrong Item,782.08
2916,32827,2022-03-16,Wrong Item,1343.89
2917,32316,2025-05-20,Damaged,1090.86
2918,40353,2022-06-11,Faulty Product,1361.92
2919,1591,2022-08-18,Changed Mind,876.75
2920,6249,2023-12-02,Faulty Product,785.97
2921,49984,2022-11-11,Wrong Item,571.31
2922,4085,2025-10-07,Late Delivery,369.97
2923,1299,2023-09-09,Faulty Product,1206.2
2924,17851,2022-12-11,Damaged,1375.35
2925,9905,2023-07-16,Faulty Product,483.8
2926,47058,2025-04-08,Changed Mind,1609.71
2927,3514,2024-09-11,Damaged,1552.54
2928,48308,2024-08-18,Faulty Product,1356.0
2929,44253,2025-12-29,Changed Mind,668.9
2930,19482,2023-02-18,Damaged,388.25
2931,9438,2024-04-09,Changed Mind,438.81
2932,25534,2025-11-28,Faulty Product,73.66
2933,33580,2025-01-07,Faulty Product,696.32
2934,47530,2024-05-08,Faulty Product,576.78
2935,44118,2022-05-01,Faulty Product,379.46
2936,23917,2022-07-25,Damaged,187.59
2937,43731,2024-12-17,Changed Mind,588.26
2938,11438,2025-05-23,Damaged,937.0
2939,46365,2025-11-21,Faulty Product,1597.38
2940,7224,2025-04-24,Wrong Item,1291.53
2941,27555,2024-05-29,Faulty Product,230.04
2942,42359,2022-08-11,Damaged,236.26
2943,21411,2025-08-19,Damaged,1300.42
2944,16952,2022-06-24,Faulty Product,450.6
2945,30196,2022-04-29,Late Delivery,640.83
2946,22119,2025-12-19,Wrong Item,1638.64
2947,14625,2024-03-19,Changed Mind,786.79
2948,6234,2023-09-07,Damaged,255.22
2949,5622,2023-12-07,Changed Mind,749.52
2950,24441,2024-09-25,Wrong Item,1306.99
2951,25127,2025-03-28,Changed Mind,1302.01
2952,23976,2024-07-18,Damaged,636.41
2953,11518,2024-12-11,Wrong Item,1271.56
2954,4309,2025-12-15,Late Delivery,55.01
2955,42839,2022-10-09,Damaged,202.07
2956,35660,2023-08-29,Changed Mind,679.95
2957,31714,2025-07-08,Damaged,1210.72
2958,14334,2022-02-13,Late Delivery,1436.22
2959,36470,2024-09-09,Wrong Item,411.11
2960,21685,2024-02-08,Late Delivery,336.77
2961,48529,2025-04-15,Late Delivery,222.41
2962,33452,2023-05-07,Late Delivery,1336.62
2963,29620,2023-03-07,Damaged,797.92
2964,6079,2024-12-27,Changed Mind,594.35
2965,28361,2023-03-18,Faulty Product,84.46
2966,12993,2025-09-10,Damaged,174.07
2967,21146,2022-07-24,Damaged,381.12
2968,47525,2025-01-03,Faulty Product,1264.61
2969,25070,2022-12-19,Faulty Product,915.02
2970,24937,2023-12-23,Damaged,707.39
2971,32392,2022-06-19,Wrong Item,1384.49
2972,16008,2026-01-03,Changed Mind,490.3
2973,44143,2024-11-19,Faulty Product,408.11
2974,27160,2023-06-15,Late Delivery,101.55
2975,41078,2023-01-11,Late Delivery,1373.51
2976,48604,2023-09-10,Late Delivery,271.68
2977,43586,2024-09-03,Changed Mind,929.67
2978,2545,2024-04-12,Faulty Product,990.31
2979,17043,2024-04-21,Damaged,300.82
2980,44092,2022-09-21,Faulty Product,785.31
2981,19214,2025-09-21,Damaged,374.62
2982,4674,2024-10-11,Wrong Item,78.93
2983,13989,2022-05-02,Damaged,181.61
2984,48007,2022-11-26,Damaged,718.75
2985,7869,2022-06-28,Faulty Product,1389.9
2986,8397,2023-06-01,Late Delivery,1267.22
2987,6270,2024-08-19,Faulty Product,945.94
2988,11711,2023-02-27,Faulty Product,1127.31
2989,40033,2022-01-09,Changed Mind,748.9
2990,14196,2025-07-29,Late Delivery,411.36
2991,11037,2026-01-02,Damaged,215.23
2992,35078,2024-10-17,Faulty Product,587.48
2993,41450,2025-11-20,Faulty Product,1143.62
2994,4546,2024-09-15,Changed Mind,1494.12
2995,2872,2024-12-06,Late Delivery,820.11
2996,2645,2022-05-29,Changed Mind,1012.18
2997,7841,2022-09-21,Changed Mind,1081.54
2998,40022,2023-08-18,Damaged,1500.94
2999,25258,2023-04-03,Damaged,627.97
3000,24197,2022-03-21,Damaged,1029.81
3001,41280,2024-10-09,Damaged,1150.16
3002,39081,2023-12-13,Changed Mind,671.41
3003,33230,2025-04-27,Late Delivery,78.82
3004,11550,2024-12-25,Wrong Item,56.18
3005,22173,2024-12-03,Faulty Product,421.06
3006,11164,2024-07-03,Changed Mind,369.98
3007,16231,2024-06-20,Changed Mind,721.76
3008,10464,2024-03-03,Faulty Product,660.15
3009,19045,2024-06-10,Late Delivery,326.89
3010,5272,2024-09-21,Wrong Item,1021.6
3011,20334,2023-07-13,Faulty Product,881.56
3012,45497,2023-08-05,Wrong Item,786.75
3013,7503,2023-06-13,Faulty Product,499.31
3014,35314,2022-07-12,Faulty Product,781.87
3015,3275,2025-12-09,Damaged,970.06
3016,33314,2024-01-14,Damaged,927.04
3017,29929,2024-07-15,Changed Mind,563.3
3018,19998,2022-09-11,Damaged,846.27
3019,5397,2024-12-11,Changed Mind,1189.02
3020,48161,2025-03-21,Faulty Product,255.6
3021,45128,2022-01-23,Wrong Item,1501.95
3022,46506,2025-08-26,Changed Mind,1182.03
3023,11234,2025-04-12,Changed Mind,1815.23
3024,6646,2022-09-10,Wrong Item,301.96
3025,46234,2025-08-17,Wrong Item,1584.71
3026,43508,2022-01-18,Changed Mind,653.85
3027,27682,2024-11-30,Late Delivery,1319.27
3028,444444,2022-09-21,Faulty Product,935.58
3029,5796,2025-12-29,Wrong Item,128.38
3030,46217,2022-06-07,Wrong Item,102.84
3031,47304,2024-10-04,Late Delivery,769.48
3032,31206,2022-06-17,Faulty Product,803.53
3033,39453,2022-12-16,Faulty Product,1205.08
3034,26797,2022-11-18,Changed Mind,397.65
3035,38836,2023-10-30,Wrong Item,393.38
3036,8651,2025-09-10,Faulty Product,356.84
3037,1998,2025-11-15,Late Delivery,446.01
3038,14449,2024-01-08,Damaged,105.39
3039,39191,2025-10-10,Late Delivery,177.56
3040,25202,2022-11-28,Changed Mind,358.2
3041,3218,2024-06-27,Late Delivery,338.76
3042,30599,2022-03-31,Changed Mind,1434.14
3043,17384,2022-12-10,Damaged,326.46
3044,21129,2023-12-07,Damaged,258.18
3045,30575,2024-12-23,Faulty Product,211.21
3046,35503,2025-07-08,Changed Mind,415.62
3047,26001,2024-09-04,Faulty Product,1035.63
3048,26535,2025-11-05,Wrong Item,682.55
3049,358,2023-01-05,Damaged,1061.11
3050,19179,2025-01-25,Faulty Product,941.29
3051,45647,2023-05-19,Damaged,348.01
3052,46622,2022-11-08,Faulty Product,406.13
3053,41075,2023-09-21,Late Delivery,1080.13
3054,11239,2022-05-24,Faulty Product,136.12
3055,34537,2024-12-14,Late Delivery,1617.87
3056,15227,2022-10-03,Wrong Item,542.69
3057,11820,2025-01-29,Late Delivery,727.27
3058,444444,2025-01-14,Faulty Product,688.8
3059,10653,2024-04-15,Late Delivery,84.61
3060,33902,2023-12-25,Faulty Product,955.13
3061,31068,2022-07-09,Faulty Product,1098.72
3062,21182,2023-10-16,Faulty Product,597.19
3063,10351,2025-01-05,Damaged,1046.22
3064,5604,2024-09-03,Late Delivery,1082.4
3065,7227,2023-08-18,Faulty Product,1577.59
3066,16136,2024-07-18,Faulty Product,890.92
3067,444444,2025-07-26,Late Delivery,1827.63
3068,26747,2022-03-09,Wrong Item,1092.23
3069,30316,2023-12-12,Wrong Item,833.16
3070,17652,2022-12-21,Late Delivery,935.9
3071,49379,2022-06-04,Late Delivery,1296.33
3072,47548,2024-12-18,Damaged,798.55
3073,15457,2025-06-26,Wrong Item,1285.71
3074,7113,2024-08-19,Damaged,297.17
3075,21387,2023-12-09,Faulty Product,1273.14
3076,47486,2024-12-17,Wrong Item,1069.53
3077,21484,2025-11-15,Late Delivery,402.64
3078,48001,2023-06-14,Late Delivery,443.72
3079,19943,2024-06-06,Wrong Item,369.06
3080,46056,2025-03-09,Wrong Item,472.35
3081,19939,2024-12-06,Late Delivery,360.0
3082,36387,2024-07-09,Faulty Product,1396.65
3083,7881,2022-07-27,Wrong Item,801.16
3084,24346,2022-07-21,Changed Mind,489.91
3085,15931,2025-12-25,Changed Mind,1080.86
3086,16787,2024-10-16,Damaged,629.21
3087,48946,2025-12-22,Wrong Item,934.25
3088,38744,2024-08-04,Changed Mind,761.74
3089,3588,2022-07-18,Faulty Product,906.77
3090,34423,2025-03-22,Faulty Product,1398.3
3091,10991,2023-07-18,Wrong Item,551.72
3092,39984,2024-03-09,Changed Mind,1642.02
3093,13361,2022-03-23,Wrong Item,126.15
3094,18025,2023-11-29,Wrong Item,108.65
3095,23317,2025-05-21,Changed Mind,530.82
3096,9809,2024-04-12,Damaged,1123.3
3097,4820,2023-01-10,Late Delivery,441.78
3098,38315,2023-08-06,Damaged,1314.93
3099,26087,2025-04-07,Damaged,1001.85
3100,39494,2023-03-26,Wrong Item,1021.96
3101,40320,2022-12-05,Wrong Item,80.37
3102,20136,2022-12-26,Faulty Product,1286.83
3103,43505,2024-10-26,Changed Mind,728.67
3104,27746,2023-08-20,Wrong Item,387.36
3105,40975,2025-07-30,Late Delivery,540.2
3106,3083,2025-07-26,Damaged,840.68
3107,49985,2024-06-24,Faulty Product,270.9
3108,17455,2025-04-16,Faulty Product,1467.31
3109,14933,2024-04-25,Faulty Product,788.31
3110,18629,2024-06-27,Faulty Product,924.97
3111,22423,2024-09-26,Late Delivery,1798.22
3112,14608,2023-11-12,Damaged,744.27
3113,44143,2024-11-24,Wrong Item,366.15
3114,28759,2023-06-13,Faulty Product,1475.61
3115,24443,2022-04-08,Changed Mind,123.73
3116,11569,2025-01-06,Faulty Product,228.14
3117,43286,2024-11-28,Changed Mind,1496.0
3118,15466,2022-03-21,Wrong Item,841.5
3119,3564,2025-08-14,Changed Mind,314.62
3120,28745,2025-06-05,Late Delivery,207.6
3121,23592,2022-10-31,Damaged,1314.37
3122,33128,2025-08-27,Damaged,351.49
3123,10369,2023-11-02,Late Delivery,1510.82
3124,16260,2024-10-29,Late Delivery,111.83
3125,17626,2023-02-25,Wrong Item,188.7
3126,12113,2024-08-04,Changed Mind,340.71
3127,37856,2023-08-13,Late Delivery,1286.55
3128,31032,2025-06-14,Late Delivery,920.53
3129,49291,2023-06-09,Wrong Item,315.38
3130,33171,2023-01-25,Changed Mind,677.95
3131,16406,2022-10-28,Wrong Item,967.72
3132,25604,2023-06-19,Wrong Item,416.49
3133,1715,2025-07-05,Late Delivery,931.41
3134,39049,2023-02-13,Late Delivery,994.89
3135,45773,2023-05-26,Changed Mind,835.76
3136,36551,2025-10-17,Damaged,673.56
3137,19075,2024-09-22,Changed Mind,1067.66
3138,29755,2024-12-24,Damaged,207.1
3139,42019,2023-08-15,Late Delivery,579.54
3140,15323,2023-06-15,Changed Mind,268.35
3141,6433,2023-08-08,Changed Mind,435.84
3142,10250,2022-01-22,Late Delivery,513.22
3143,3102,2024-07-20,Wrong Item,525.32
3144,32072,2022-05-04,Wrong Item,441.95
3145,13714,2023-12-31,Wrong Item,952.79
3146,17424,2024-12-12,Changed Mind,899.76
3147,11138,2024-05-01,Late Delivery,837.59
3148,2413,2023-06-24,Changed Mind,364.18
3149,20239,2023-09-26,Damaged,677.49
3150,40051,2024-03-19,Damaged,1456.51
3151,40884,2025-03-10,Wrong Item,832.68
3152,10124,2024-06-25,Faulty Product,186.54
3153,2657,2025-01-30,Faulty Product,621.26
3154,18517,2024-03-01,Damaged,829.33
3155,17335,2022-12-29,Changed Mind,1124.39
3156,16771,2024-03-02,Damaged,479.1
3157,17182,2024-10-28,Wrong Item,1177.27
3158,4778,2024-03-20,Wrong Item,749.5
3159,14040,2025-09-01,Changed Mind,99.84
3160,18493,2023-11-03,Faulty Product,267.3
3161,7728,2025-08-25,Changed Mind,725.24
3162,26603,2025-11-28,Wrong Item,1291.6
3163,12694,2023-11-23,Damaged,436.25
3164,26489,2022-05-26,Changed Mind,79.13
3165,16927,2022-08-29,Changed Mind,1388.75
3166,38782,2022-06-15,Damaged,430.31
3167,8035,2026-01-03,Wrong Item,897.83
3168,41218,2023-10-26,Changed Mind,1289.19
3169,12099,2022-05-19,Damaged,117.67
3170,15759,2023-09-14,Late Delivery,742.39
3171,6571,2025-09-16,Faulty Product,62.08
3172,28330,2022-11-16,Faulty Product,975.9
3173,1561,2025-05-13,Damaged,858.8
3174,38495,2025-12-26,Late Delivery,55.66
3175,43793,2023-11-24,Faulty Product,1134.0
3176,7781,2022-11-28,Damaged,908.78
3177,20627,2025-02-02,Damaged,838.83
3178,25448,2022-04-27,Late Delivery,852.71
3179,5516,2022-06-24,Late Delivery,463.61
3180,18943,2022-12-19,Changed Mind,394.02
3181,17932,2025-11-15,Damaged,1041.13
3182,29509,2024-08-20,Changed Mind,1427.58
3183,30166,2023-12-10,Faulty Product,725.24
3184,777,2023-11-05,Faulty Product,40.09
3185,19018,2022-06-28,Damaged,259.33
3186,37241,2022-11-07,Damaged,200.24
3187,41699,2025-08-18,Faulty Product,73.86
3188,28521,2022-12-12,Wrong Item,987.12
3189,3195,2023-04-08,Wrong Item,1081.78
3190,12608,2022-04-16,Wrong Item,747.35
3191,11305,2024-03-23,Wrong Item,80.3
3192,43025,2024-06-24,Wrong Item,276.96
3193,9019,2025-12-31,Damaged,579.26
3194,34669,2024-02-22,Wrong Item,951.75
3195,35871,2024-04-05,Wrong Item,1670.61
3196,40330,2024-12-16,Changed Mind,973.48
3197,44695,2025-07-18,Damaged,991.64
3198,43758,2024-11-11,Damaged,515.29
3199,22366,2024-12-23,Wrong Item,824.37
3200,23848,2022-12-15,Late Delivery,1381.56
3201,25059,2022-10-29,Wrong Item,1444.47
3202,29111,2023-02-07,Faulty Product,503.67
3203,37956,2024-12-12,Changed Mind,697.93
3204,43097,2024-11-23,Wrong Item,629.77
3205,36762,2024-07-09,Late Delivery,1637.62
3206,34231,2022-03-01,Faulty Product,1351.37
3207,33525,2024-12-05,Changed Mind,84.57
3208,4796,2025-07-20,Damaged,695.03
3209,23388,2022-01-15,Damaged,410.03
3210,11381,2023-04-11,Damaged,388.23
3211,42992,2022-12-24,Faulty Product,1089.56
3212,18911,2023-08-09,Late Delivery,734.56
3213,47659,2022-09-04,Faulty Product,1835.46
3214,32575,2024-07-12,Wrong Item,194.59
3215,38463,2023-08-11,Wrong Item,72.02
3216,23395,2023-01-08,Late Delivery,797.13
3217,4571,2025-06-24,Changed Mind,162.73
3218,44482,2023-08-07,Changed Mind,937.18
3219,28290,2025-02-26,Faulty Product,235.07
3220,27714,2025-12-15,Damaged,67.89
3221,3712,2024-12-17,Late Delivery,1055.39
3222,10318,2022-02-18,Late Delivery,607.55
3223,46847,2023-07-27,Late Delivery,502.85
3224,41958,2022-04-19,Faulty Product,668.85
3225,18604,2022-08-13,Late Delivery,206.55
3226,10231,2022-11-05,Damaged,1377.69
3227,47670,2024-06-15,Late Delivery,885.73
3228,33951,2024-06-15,Wrong Item,249.48
3229,9898,2025-06-03,Faulty Product,213.42
3230,46370,2023-02-19,Wrong Item,132.0
3231,15193,2023-08-09,Changed Mind,495.31
3232,2453,2022-05-07,Damaged,1021.16
3233,444444,2024-11-09,Faulty Product,828.48
3234,7996,2022-09-26,Damaged,595.58
3235,24276,2023-08-14,Wrong Item,1351.74
3236,44374,2024-08-10,Wrong Item,656.77
3237,16913,2025-10-21,Changed Mind,852.08
3238,24943,2024-03-27,Late Delivery,648.01
3239,13015,2023-03-28,Damaged,199.7
3240,41985,2022-06-05,Damaged,414.63
3241,20625,2024-05-29,Late Delivery,533.46
3242,22944,2024-02-26,Late Delivery,1421.05
3243,39177,2025-11-18,Wrong Item,103.09
3244,16207,2023-10-26,Wrong Item,444.72
3245,33544,2023-11-27,Damaged,1148.21
3246,39827,2023-04-26,Damaged,934.42
3247,4924,2023-08-10,Late Delivery,453.15
3248,27164,2022-12-22,Late Delivery,350.49
3249,41628,2022-06-14,Wrong Item,1405.53
3250,37433,2022-06-09,Wrong Item,1216.36
3251,16796,2023-08-19,Wrong Item,1198.84
3252,29170,2022-10-03,Changed Mind,598.49
3253,5520,2025-08-26,Wrong Item,1286.92
3254,47672,2024-07-17,Faulty Product,289.58
3255,40071,2024-06-03,Wrong Item,226.15
3256,24126,2025-02-09,Changed Mind,196.11
3257,44023,2023-09-18,Changed Mind,864.02
3258,17639,2023-09-22,Faulty Product,1108.99
3259,17358,2024-09-30,Damaged,325.3
3260,7924,2025-09-16,Wrong Item,608.77
3261,29364,2024-05-13,Wrong Item,874.79
3262,7350,2023-07-22,Late Delivery,514.96
3263,16210,2022-11-28,Damaged,631.09
3264,4270,2024-11-20,Late Delivery,668.08
3265,35653,2023-06-06,Damaged,895.63
3266,27364,2024-10-11,Damaged,908.13
3267,5075,2024-08-15,Late Delivery,1021.72
3268,36967,2023-12-22,Wrong Item,793.6
3269,41459,2025-04-09,Changed Mind,787.94
3270,28154,2023-10-20,Changed Mind,182.6
3271,46038,2025-12-10,Late Delivery,946.12
3272,37651,2023-07-06,Late Delivery,421.58
3273,22639,2024-04-08,Late Delivery,421.49
3274,23859,2022-12-05,Changed Mind,601.32
3275,39540,2022-06-10,Changed Mind,324.73
3276,24867,2024-01-02,Late Delivery,1648.83
3277,24424,2022-10-17,Wrong Item,888.77
3278,27836,2023-12-17,Damaged,502.95
3279,12811,2023-03-03,Late Delivery,311.73
3280,20226,2025-07-03,Damaged,781.22
3281,17614,2024-05-31,Late Delivery,1111.67
3282,38188,2024-06-09,Damaged,96.1
3283,8032,2025-07-02,Wrong Item,26.89
3284,20794,2025-12-26,Late Delivery,663.24
3285,48125,2022-06-15,Wrong Item,941.92
3286,47279,2025-12-07,Damaged,755.21
3287,45537,2023-05-03,Late Delivery,201.56
3288,28513,2025-03-14,Wrong Item,415.87
3289,29463,2024-12-07,Late Delivery,981.81
3290,20131,2025-07-03,Changed Mind,497.08
3291,43102,2023-09-26,Wrong Item,172.31
3292,37031,2022-08-12,Changed Mind,250.07
3293,47352,2023-10-12,Faulty Product,917.64
3294,3069,2022-05-14,Changed Mind,387.62
3295,39188,2023-09-30,Damaged,737.6
3296,15233,2023-04-07,Faulty Product,1090.54
3297,45434,2025-03-03,Damaged,735.74
3298,4040,2024-10-23,Changed Mind,511.52
3299,49715,2025-08-29,Damaged,435.61
3300,6767,2023-12-11,Changed Mind,661.95
3301,12035,2026-01-08,Faulty Product,69.22
3302,25641,2025-08-11,Damaged,96.03
3303,444444,2023-06-21,Late Delivery,1005.28
3304,43977,2022-02-01,Faulty Product,1565.74
3305,28948,2023-12-27,Faulty Product,817.58
3306,31303,2024-12-15,Faulty Product,182.95
3307,6288,2025-05-19,Faulty Product,1054.63
3308,49376,2024-06-19,Wrong Item,489.88
3309,26937,2026-01-02,Late Delivery,1079.29
3310,41693,2025-10-26,Faulty Product,907.03
3311,37404,2023-08-14,Damaged,218.82
3312,25922,2024-04-28,Faulty Product,189.05
3313,1880,2025-09-13,Late Delivery,231.27
3314,28529,2024-06-28,Faulty Product,543.37
3315,28115,2025-03-09,Wrong Item,440.45
3316,505,2022-03-07,Late Delivery,841.38
3317,39894,2022-11-15,Changed Mind,68.44
3318,17032,2024-04-11,Late Delivery,404.52
3319,26751,2025-03-08,Faulty Product,1229.99
3320,18244,2022-06-29,Faulty Product,102.54
3321,14974,2023-12-29,Damaged,166.44
3322,34958,2022-08-02,Late Delivery,267.82
3323,22227,2025-07-10,Late Delivery,519.79
3324,10168,2025-07-23,Late Delivery,501.04
3325,4898,2024-08-17,Changed Mind,715.94
3326,30544,2023-09-11,Wrong Item,1175.0
3327,27756,2024-12-30,Late Delivery,712.92
3328,42438,2024-12-19,Faulty Product,293.43
3329,22045,2024-06-24,Changed Mind,119.07
3330,46872,2025-08-18,Damaged,214.93
3331,31985,2024-04-24,Late Delivery,1232.08
3332,25077,2023-10-07,Wrong Item,422.41
3333,27414,2022-09-07,Changed Mind,653.51
3334,47616,2025-04-26,Damaged,151.25
3335,4606,2022-11-19,Faulty Product,85.48
3336,36827,2023-12-09,Faulty Product,376.37
3337,28218,2023-06-11,Damaged,245.15
3338,16568,2022-06-09,Changed Mind,658.73
3339,4276,2022-09-03,Late Delivery,790.35
3340,18103,2023-07-20,Wrong Item,399.95
3341,26283,2023-03-04,Faulty Product,145.0
3342,38190,2024-11-29,Late Delivery,951.03
3343,10639,2024-10-12,Faulty Product,508.97
3344,2601,2023-11-07,Faulty Product,324.01
3345,9076,2024-05-02,Damaged,998.48
3346,28539,2022-01-27,Wrong Item,282.31
3347,49759,2024-06-11,Faulty Product,579.62
3348,29237,2022-10-25,Wrong Item,1805.5
3349,3966,2022-07-23,Damaged,381.78
3350,43806,2023-01-12,Faulty Product,392.01
3351,31128,2025-04-16,Wrong Item,956.14
3352,32253,2025-08-13,Changed Mind,399.99
3353,1225,2022-12-13,Late Delivery,460.28
3354,43011,2024-03-31,Damaged,1352.99
3355,3700,2022-07-13,Wrong Item,1076.19
3356,49494,2023-12-01,Faulty Product,547.73
3357,39404,2026-01-04,Late Delivery,757.05
3358,46201,2023-12-31,Late Delivery,101.99
3359,12200,2025-07-20,Changed Mind,300.65
3360,1892,2025-11-03,Faulty Product,291.83
3361,4955,2022-03-30,Wrong Item,410.48
3362,38765,2025-06-23,Changed Mind,720.5
3363,47170,2023-04-13,Late Delivery,494.0
3364,19721,2022-02-14,Damaged,419.78
3365,1139,2023-07-05,Damaged,1018.18
3366,14014,2023-11-20,Faulty Product,561.41
3367,444444,2022-08-16,Faulty Product,1487.09
3368,25112,2023-03-22,Wrong Item,564.11
3369,5372,2023-12-08,Wrong Item,908.95
3370,46286,2025-09-12,Late Delivery,543.99
3371,46468,2025-07-02,Wrong Item,559.96
3372,9682,2025-06-18,Changed Mind,415.95
3373,37461,2024-05-12,Wrong Item,1149.45
3374,42285,2023-06-20,Changed Mind,1036.39
3375,32722,2024-09-29,Changed Mind,179.15
3376,12392,2024-11-25,Changed Mind,1055.0
3377,15765,2024-12-28,Wrong Item,687.47
3378,12468,2025-08-11,Faulty Product,121.36
3379,47574,2023-12-08,Late Delivery,783.01
3380,7999,2022-04-07,Late Delivery,1177.95
3381,24083,2023-08-04,Late Delivery,585.11
3382,18442,2025-10-19,Changed Mind,790.01
3383,336,2025-06-26,Wrong Item,834.72
3384,20317,2023-01-01,Faulty Product,705.42
3385,14126,2022-10-10,Faulty Product,791.78
3386,1926,2024-04-17,Faulty Product,633.4
3387,13432,2022-10-11,Faulty Product,183.0
3388,755,2024-06-13,Damaged,519.13
3389,10418,2024-04-04,Wrong Item,307.83
3390,30581,2022-08-02,Wrong Item,1434.5
3391,9866,2022-12-17,Wrong Item,1244.72
3392,45847,2024-02-13,Faulty Product,1049.08
3393,23508,2023-08-21,Damaged,1146.76
3394,16759,2024-06-22,Wrong Item,162.54
3395,39843,2024-05-03,Wrong Item,656.3
3396,44189,2023-09-23,Wrong Item,793.95
3397,48169,2024-02-25,Damaged,924.7
3398,31411,2022-03-03,Faulty Product,1443.16
3399,24066,2022-12-20,Late Delivery,1278.8
3400,17522,2023-09-25,Late Delivery,462.47
3401,34119,2024-11-19,Changed Mind,808.59
3402,5389,2024-01-02,Late Delivery,725.27
3403,16525,2025-06-20,Late Delivery,304.88
3404,473,2025-05-09,Faulty Product,1049.8
3405,41299,2024-06-08,Faulty Product,1185.96
3406,38186,2024-08-05,Changed Mind,1075.75
3407,42284,2024-03-30,Faulty Product,1563.97
3408,17753,2025-09-18,Damaged,1583.72
3409,49973,2025-06-10,Faulty Product,1028.68
3410,9086,2025-08-09,Wrong Item,812.05
3411,24131,2023-12-07,Changed Mind,1224.27
3412,15797,2025-07-07,Faulty Product,255.06
3413,3426,2022-01-12,Damaged,1521.92
3414,9698,2023-04-02,Damaged,730.56
3415,39351,2025-05-30,Damaged,616.72
3416,22598,2024-12-30,Changed Mind,947.58
3417,14886,2023-11-18,Damaged,803.25
3418,13756,2025-02-03,Damaged,809.05
3419,35248,2022-08-17,Damaged,340.16
3420,393,2023-10-13,Late Delivery,87.9
3421,37202,2022-12-24,Faulty Product,826.11
3422,340,2023-07-17,Changed Mind,858.31
3423,38241,2022-12-17,Faulty Product,659.48
3424,4202,2023-11-27,Changed Mind,745.02
3425,31108,2024-12-04,Wrong Item,641.98
3426,38981,2025-12-03,Damaged,1464.2
3427,773,2023-12-10,Damaged,615.06
3428,15701,2023-12-31,Changed Mind,867.94
3429,35368,2022-02-11,Damaged,153.12
3430,11811,2024-08-21,Wrong Item,1010.43
3431,23855,2024-07-04,Faulty Product,372.79
3432,49371,2024-12-04,Late Delivery,1000.16
3433,11219,2022-11-30,Faulty Product,225.21
3434,19582,2024-08-25,Late Delivery,127.43
3435,16373,2024-12-18,Faulty Product,525.6
