ShipmentID,OrderID,Carrier,ShipDate,DeliveryDate,ShippingCost
28557,15060,DHL,2023-12-15,2023-12-17,17.97
28558,16699,DPD,2023-11-07,2023-11-10,18.25
28559,19974,"Royal Mail",2022-09-07,2022-09-10,15.03
28560,16108,DHL,2023-02-23,2023-02-28,5.85
28561,7350,UPS,2023-07-03,2023-07-08,14.03
28562,3394,DPD,2025-03-11,2025-03-14,19.27
28563,14828,Evri,2023-05-07,2023-05-08,2.58
28564,38308,DHL,2024-07-16,2024-07-18,24.85
28565,34253,Evri,2024-06-25,2024-07-01,21.99
28566,41454,UPS,2025-10-14,2025-10-17,21.69
28567,40732,Evri,2024-12-26,2024-12-29,4.58
28568,20653,UPS,2024-02-05,2024-02-11,13.42
28569,45955,DHL,2025-09-09,2025-09-16,23.57
28570,45390,"Royal Mail",2024-06-25,2024-07-02,7.79
28571,29781,"Royal Mail",2025-08-29,2025-09-05,19.86
28572,38640,"Royal Mail",2024-06-04,2024-06-06,15.90
28573,33423,Evri,2023-04-15,2023-04-18,14.25
28574,42797,UPS,2025-08-12,2025-08-13,22.66
28575,37028,DPD,2024-04-18,2024-04-25,24.64
28576,26780,DHL,2025-07-02,2025-07-08,13.46
28577,10345,DPD,2022-04-20,2022-04-27,14.88
28578,22703,DPD,2023-10-09,2023-10-10,4.09
28579,27585,DHL,2023-08-31,2023-09-03,24.03
28580,2049,UPS,2025-09-08,2025-09-15,6.12
28581,21859,UPS,2025-02-10,2025-02-15,13.04
28582,7907,DHL,2025-11-30,2025-12-04,7.49
28583,43775,"Royal Mail",2024-07-21,2024-07-25,10.04
28584,4274,Evri,2022-12-11,2022-12-15,19.72
28585,32246,UPS,2024-03-15,2024-03-17,17.51
28586,26129,"Royal Mail",2024-11-21,2024-11-26,14.90
28587,14079,DHL,2024-12-03,2024-12-10,6.95
28588,11396,UPS,2022-11-10,2022-11-11,12.58
28589,16353,UPS,2022-07-08,2022-07-13,3.78
28590,46650,DPD,2025-08-29,2025-09-02,5.38
28591,3760,Evri,2022-02-12,2022-02-19,15.99
28592,21738,"Royal Mail",2024-08-06,2024-08-07,5.73
28593,41591,Evri,2025-06-01,2025-06-07,22.78
28594,38852,Evri,2024-06-23,2024-06-25,6.11
28595,5828,DHL,2023-04-12,2023-04-17,7.91
28596,35417,DPD,2022-10-27,2022-10-28,22.56
28597,12729,Evri,2023-07-07,2023-07-10,10.12
28598,11060,Evri,2024-07-02,2024-07-08,14.43
28599,47789,DPD,2022-07-27,2022-07-29,17.99
28600,19790,"Royal Mail",2025-07-12,2025-07-14,9.92
28601,14752,"Royal Mail",2024-03-20,2024-03-25,3.71
28602,3437,DPD,2025-09-17,2025-09-18,17.90
28603,33712,Evri,2022-06-10,2022-06-17,22.69
28604,12106,DPD,2023-09-14,2023-09-18,5.62
28605,16443,DPD,2024-02-20,2024-02-25,5.01
28606,44577,DPD,2024-08-23,2024-08-25,20.00
28607,21712,DPD,2025-12-01,2025-12-02,10.78
28608,11533,Evri,2023-04-10,2023-04-11,4.29
28609,17544,DPD,2024-10-30,2024-11-05,5.85
28610,27649,DPD,2023-03-12,2023-03-13,2.77
28611,27097,UPS,2022-05-05,2022-05-12,16.94
28612,46199,"Royal Mail",2025-11-29,2025-12-03,20.31
28613,32920,Evri,2022-03-11,2022-03-15,4.32
28614,43793,"Royal Mail",2023-11-24,2023-12-01,13.28
28615,1022,DHL,2025-11-21,2025-11-22,4.95
28616,33792,UPS,2023-10-24,2023-10-29,4.27
28617,39855,Evri,2025-08-01,2025-08-03,16.60
28618,23798,"Royal Mail",2022-04-18,2022-04-25,16.21
28619,32102,DHL,2023-11-08,2023-11-14,23.43
28620,45024,"Royal Mail",2023-02-05,2023-02-12,14.02
28621,39992,DHL,2022-09-12,2022-09-17,12.85
28622,25098,DHL,2023-03-24,2023-03-29,17.51
28623,8607,Evri,2022-09-08,2022-09-15,16.26
28624,8956,Evri,2025-02-05,2025-02-12,15.46
28625,49498,DPD,2024-10-04,2024-10-07,12.08
28626,131,Evri,2022-09-28,2022-10-04,11.57
28627,17162,UPS,2023-11-27,2023-11-30,19.24
28628,7680,DHL,2022-09-20,2022-09-21,13.44
28629,42583,Unknown,2024-04-25,2024-05-01,11.47
28630,11859,UPS,2022-09-12,2022-09-13,19.52
28631,35229,UPS,2025-11-30,2025-12-07,7.99
28632,6304,"Royal Mail",2025-09-14,2025-09-20,20.69
28633,45402,DHL,2025-10-24,2025-10-28,9.11
28634,13014,Evri,2024-06-05,2024-06-08,18.06
28635,17024,UPS,2022-03-19,2022-03-25,22.24
28636,32438,DPD,2022-05-30,2022-06-01,8.24
28637,31658,DPD,2024-07-18,2024-07-23,9.18
28638,20031,DHL,2023-12-20,2023-12-23,19.43
28639,41244,DHL,2025-01-24,2025-01-31,13.07
28640,48446,DHL,2025-12-31,2026-01-01,24.64
28641,40629,UPS,2025-04-13,2025-04-18,7.90
28642,10886,DPD,2025-03-29,2025-04-04,8.80
28643,6645,Evri,2023-06-07,2023-06-13,24.21
28644,29856,"Royal Mail",2023-11-23,2023-11-28,17.32
28645,30425,UPS,2024-04-23,2024-04-29,16.39
28646,12296,"Royal Mail",2022-09-03,2022-09-09,21.79
28647,28463,Evri,2024-11-05,2024-11-10,24.87
28648,48912,DPD,2022-11-25,2022-11-29,19.30
28649,18789,"Royal Mail",2022-06-10,2022-06-17,4.09
28650,42814,DPD,2022-10-17,2022-10-22,7.43
28651,11611,DPD,2025-05-20,2025-05-27,11.40
28652,42390,Evri,2023-07-21,2023-07-28,7.11
28653,8467,Evri,2022-05-18,2022-05-20,4.79
28654,7966,UPS,2025-11-25,2025-11-27,18.22
28655,17401,DHL,2022-07-12,2022-07-16,22.51
28656,40137,UPS,2022-12-01,2022-12-07,14.01
28657,22946,"Royal Mail",2022-03-24,2022-03-26,13.53
28658,37697,UPS,2025-11-30,2025-12-06,2.64
28659,7426,UPS,2024-06-03,2024-06-08,11.74
28660,10737,"Royal Mail",2023-08-28,2023-09-03,20.24
28661,39622,"Royal Mail",2025-03-23,2025-03-30,8.21
28662,22372,"Royal Mail",2024-12-22,2024-12-29,23.41
28663,11355,UPS,2025-12-01,2025-12-07,7.44
28664,3442,UPS,2022-12-08,2022-12-09,14.29
28665,42373,"Royal Mail",2025-10-06,2025-10-09,24.67
28666,20481,"Royal Mail",2023-09-09,2023-09-14,18.41
28667,42359,DHL,2022-08-10,2022-08-16,3.35
28668,17502,"Royal Mail",2025-06-15,2025-06-17,14.19
28669,13474,Unknown,2022-09-09,2022-09-13,9.37
28670,17219,"Royal Mail",2023-06-12,2023-06-15,17.57
28671,49744,"Royal Mail",2024-06-06,2024-06-13,5.95
28672,16539,"Royal Mail",2022-05-22,2022-05-24,10.79
28673,20899,DPD,2022-01-04,2022-01-09,12.35
28674,25262,"Royal Mail",2023-12-19,2023-12-24,9.73
28675,17585,DPD,2025-08-09,2025-08-16,16.05
28676,1229,"Royal Mail",2022-08-10,2022-08-13,6.31
28677,40914,UPS,2024-12-08,2024-12-10,14.86
28678,42669,UPS,2025-05-10,2025-05-11,17.04
28679,23514,UPS,2025-07-21,2025-07-23,21.58
28680,9269,UPS,2023-12-24,2023-12-28,13.93
28681,4014,DHL,2022-07-26,2022-07-28,19.73
28682,49526,Evri,2024-06-02,2024-06-03,18.99
28683,46778,UPS,2025-07-29,2025-07-30,17.93
28684,46644,DHL,2025-04-25,2025-05-01,3.17
28685,30763,UPS,2025-05-04,2025-05-08,14.87
28686,25655,DPD,2024-06-24,2024-07-01,20.02
28687,33003,UPS,2022-06-12,2022-06-14,11.57
28688,42842,UPS,2023-05-09,2023-05-10,4.50
28689,25312,"Royal Mail",2022-12-01,2022-12-02,12.82
28690,35293,"Royal Mail",2023-12-16,2023-12-20,23.82
28691,34365,UPS,2022-05-06,2022-05-08,10.53
28692,705,DHL,2024-01-29,2024-01-31,21.25
28693,36633,"Royal Mail",2023-06-05,2023-06-07,17.53
28694,48545,"Royal Mail",2024-02-21,2024-02-24,24.01
28695,21293,"Royal Mail",2022-01-19,2022-01-23,3.88
28696,25111,DPD,2022-12-12,2022-12-13,24.62
28697,46067,DHL,2024-12-22,2024-12-27,8.00
28698,42043,DPD,2024-12-26,2025-01-02,22.00
28699,21745,Evri,2022-08-28,2022-09-04,15.78
28700,48334,UPS,2022-03-22,2022-03-23,17.78
28701,45355,"Royal Mail",2024-08-13,2024-08-20,10.90
28702,15830,"Royal Mail",2023-11-23,2023-11-27,20.84
28703,44293,UPS,2022-07-28,2022-08-03,3.69
28704,12421,"Royal Mail",2025-05-01,2025-05-07,18.91
28705,43166,DHL,2025-10-10,2025-10-11,10.43
28706,596,UPS,2025-11-27,2025-12-03,23.69
28707,32090,DPD,2025-12-01,2025-12-08,24.06
28708,47433,DHL,2022-12-19,2022-12-23,22.45
28709,16460,"Royal Mail",2025-07-03,2025-07-04,15.63
28710,11914,DPD,2024-12-24,2024-12-30,23.76
28711,11727,UPS,2022-07-10,2022-07-13,23.30
28712,25967,Evri,2024-10-21,2024-10-23,17.16
28713,1952,Evri,2022-02-07,2022-02-09,7.84
28714,240,DHL,2023-01-27,2023-02-01,19.84
28715,38637,DHL,2022-06-08,2022-06-14,15.96
28716,49671,UPS,2025-08-04,2025-08-05,11.34
28717,44235,DPD,2025-04-21,2025-04-23,5.40
28718,41780,Evri,2023-05-18,2023-05-22,24.13
28719,18496,Evri,2023-08-14,2023-08-17,3.56
28720,33211,UPS,2023-02-16,2023-02-20,21.57
28721,27612,Evri,2023-11-17,2023-11-23,21.93
28722,39240,Evri,2022-01-30,2022-02-04,5.83
28723,7678,Evri,2024-01-30,2024-02-06,7.31
28724,49363,Evri,2023-06-20,2023-06-23,16.14
28725,12074,UPS,2024-12-11,2024-12-15,17.67
28726,4269,UPS,2022-06-06,2022-06-13,5.54
28727,42055,"Royal Mail",2025-07-25,2025-08-01,6.59
28728,40295,DPD,2025-05-11,2025-05-12,24.77
28729,21636,"Royal Mail",2025-03-12,2025-03-16,10.37
28730,45511,DPD,2025-08-16,2025-08-20,8.35
28731,18510,DPD,2024-04-27,2024-05-04,21.10
28732,26483,"Royal Mail",2022-03-13,2022-03-18,18.44
28733,49116,UPS,2024-11-29,2024-11-30,13.82
28734,48385,Evri,2025-03-28,2025-04-01,7.95
28735,14867,"Royal Mail",2024-06-30,2024-07-01,10.94
28736,2109,DPD,2024-12-08,2024-12-10,8.01
28737,3509,DPD,2023-06-28,2023-07-04,11.91
28738,46316,"Royal Mail",2022-06-25,2022-07-02,3.45
28739,38159,"Royal Mail",2023-12-27,2023-12-28,8.58
28740,22577,"Royal Mail",2025-05-18,2025-05-25,12.41
28741,49554,DHL,2023-08-12,2023-08-19,8.44
28742,5235,UPS,2023-05-05,2023-05-06,6.41
28743,12930,Evri,2022-09-10,2022-09-12,8.98
28744,3946,Evri,2024-08-07,2024-08-14,23.68
28745,12862,DPD,2022-08-29,2022-08-30,7.33
28746,37527,"Royal Mail",2025-06-12,2025-06-15,14.74
28747,13447,DPD,2022-10-20,2022-10-23,5.33
28748,19734,"Royal Mail",2024-03-30,2024-04-01,8.72
28749,18632,Evri,2025-12-02,2025-12-05,22.50
28750,34294,DPD,2024-09-09,2024-09-15,24.25
28751,36020,DHL,2022-11-28,2022-11-29,16.52
28752,23365,"Royal Mail",2024-06-24,2024-06-27,10.54
28753,38815,"Royal Mail",2025-07-07,2025-07-13,4.30
28754,36596,"Royal Mail",2023-08-16,2023-08-21,10.45
28755,11987,DHL,2025-06-20,2025-06-22,4.24
28756,13905,"Royal Mail",2024-10-16,2024-10-19,19.20
28757,1833,DHL,2025-07-15,2025-07-18,18.17
28758,46567,Evri,2025-06-28,2025-07-03,24.84
28759,25245,DHL,2024-05-04,2024-05-09,15.31
28760,45792,"Royal Mail",2023-06-27,2023-07-01,17.17
28761,21826,DPD,2025-07-03,2025-07-08,11.52
28762,3098,DPD,2024-11-29,2024-12-05,4.19
28763,41928,"Royal Mail",2022-12-17,2022-12-18,12.11
28764,8715,UPS,2023-11-08,2023-11-09,15.66
28765,19780,DHL,2025-03-24,2025-03-26,18.43
28766,34780,DHL,2024-11-09,2024-11-10,12.83
28767,1945,Evri,2024-06-09,2024-06-11,8.53
28768,2901,UPS,2023-02-21,2023-02-24,23.48
28769,10624,UPS,2022-08-29,2022-09-02,15.67
28770,41089,DPD,2022-10-15,2022-10-22,19.51
28771,2655,"Royal Mail",2025-07-17,2025-07-18,20.74
28772,12406,UPS,2024-06-08,2024-06-12,13.72
28773,30012,"Royal Mail",2024-12-13,2024-12-15,22.49
28774,28642,Evri,2025-11-25,2025-12-02,13.37
28775,7665,"Royal Mail",2024-04-09,2024-04-10,19.83
28776,20479,DHL,2022-11-06,2022-11-11,10.61
28777,45898,DHL,2023-06-09,2023-06-12,19.66
28778,23420,DHL,2025-12-13,2025-12-16,21.10
28779,16963,DPD,2022-06-26,2022-06-28,9.63
28780,24539,UPS,2025-10-15,2025-10-22,13.31
28781,41579,Evri,2022-02-08,2022-02-15,23.20
28782,49702,"Royal Mail",2023-05-22,2023-05-29,12.32
28783,27023,"Royal Mail",2024-06-23,2024-06-28,15.33
28784,28284,DHL,2025-12-07,2025-12-13,10.80
28785,25982,Evri,2025-07-28,2025-07-29,10.26
28786,44445,Evri,2024-02-20,2024-02-25,14.28
28787,32221,DPD,2022-02-15,2022-02-17,7.77
28788,27389,DHL,2024-08-08,2024-08-09,13.88
28789,29829,Unknown,2024-08-15,2024-08-16,9.47
28790,42631,DPD,2024-11-25,2024-11-27,5.73
28791,41717,DHL,2025-10-06,2025-10-13,21.06
28792,7952,DHL,2025-01-03,2025-01-08,11.02
28793,1907,UPS,2022-06-06,2022-06-10,13.10
28794,5485,UPS,2022-08-27,2022-08-30,16.35
28795,34406,"Royal Mail",2025-11-29,2025-12-03,9.40
28796,44014,UPS,2025-07-04,2025-07-09,17.73
28797,35330,DPD,2024-10-30,2024-11-04,12.06
28798,36845,DPD,2022-01-02,2022-01-06,14.19
28799,14283,UPS,2023-12-15,2023-12-20,24.07
28800,21615,"Royal Mail",2022-07-22,2022-07-28,11.16
28801,28146,DPD,2022-07-13,2022-07-16,5.62
28802,28262,UPS,2023-12-10,2023-12-12,19.39
28803,24266,DPD,2022-07-11,2022-07-14,12.29
28804,38749,DPD,2023-08-02,2023-08-07,3.79
28805,13031,DHL,2025-04-02,2025-04-08,13.92
28806,41718,DPD,2024-06-09,2024-06-13,18.32
28807,19534,"Royal Mail",2022-10-16,2022-10-19,5.68
28808,1175,"Royal Mail",2024-02-14,2024-02-17,20.98
28809,4686,UPS,2023-08-19,2023-08-21,22.19
28810,17004,DPD,2025-03-03,2025-03-06,2.93
28811,325,"Royal Mail",2022-11-14,2022-11-20,14.68
28812,8365,Evri,2024-12-31,2025-01-06,7.88
28813,28267,Evri,2022-04-22,2022-04-29,5.98
28814,13186,DPD,2025-06-20,2025-06-21,16.20
28815,21147,"Royal Mail",2025-07-24,2025-07-26,23.14
28816,47667,Unknown,2024-06-26,2024-06-30,12.20
28817,17796,Evri,2022-05-25,2022-06-01,9.80
28818,26650,Evri,2024-12-29,2024-12-31,20.35
28819,39088,DPD,2025-12-02,2025-12-03,18.30
28820,32145,"Royal Mail",2025-10-21,2025-10-22,2.53
28821,203,DPD,2024-12-21,2024-12-23,10.42
28822,34207,UPS,2024-11-09,2024-11-10,22.29
28823,45888,Evri,2023-10-06,2023-10-08,24.52
28824,13687,"Royal Mail",2025-12-29,2026-01-02,22.01
28825,NULL,Evri,2024-12-15,2024-12-21,17.05
28826,25055,DHL,2022-07-15,2022-07-22,23.55
28827,30748,DHL,2022-04-23,2022-04-27,4.02
28828,18802,Evri,2025-10-10,2025-10-13,21.86
28829,32060,UPS,2025-06-14,2025-06-17,22.46
28830,10161,DPD,2024-05-07,2024-05-09,23.50
28831,43455,UPS,2024-01-13,2024-01-19,10.88
28832,46001,DHL,2022-06-28,2022-07-05,11.46
28833,41105,UPS,2022-07-17,2022-07-20,2.97
28834,4501,DHL,2024-04-17,2024-04-23,22.89
28835,45845,UPS,2024-10-14,2024-10-17,15.79
28836,13868,Unknown,2025-05-06,2025-05-10,8.68
28837,23859,"Royal Mail",2022-12-04,2022-12-09,14.95
28838,22206,DHL,2022-11-28,2022-11-30,3.06
28839,25410,"Royal Mail",2023-07-29,2023-08-05,3.25
28840,2411,DHL,2024-08-12,2024-08-14,5.40
28841,13851,UPS,2023-01-17,2023-01-21,10.85
28842,47530,DPD,2024-05-09,2024-05-10,23.11
28843,13394,"Royal Mail",2025-05-16,2025-05-18,17.23
28844,5232,DHL,2022-06-20,2022-06-22,16.07
28845,46681,UPS,2025-07-21,2025-07-28,6.50
28846,39208,Evri,2024-09-10,2024-09-11,15.90
28847,41248,"Royal Mail",2025-10-12,2025-10-14,19.73
28848,36270,Evri,2025-07-01,2025-07-06,4.65
28849,6360,DHL,2024-10-31,2024-11-01,20.24
28850,6301,DHL,2024-11-11,2024-11-14,5.32
28851,16147,Evri,2025-10-16,2025-10-20,23.75
28852,49051,DHL,2024-12-03,2024-12-10,16.54
28853,23444,Evri,2023-09-10,2023-09-17,20.71
28854,25319,DHL,2025-12-05,2025-12-08,7.46
28855,3729,DHL,2022-09-14,2022-09-21,8.65
28856,9863,DHL,2022-06-07,2022-06-09,13.43
28857,38675,DPD,2024-11-25,2024-11-30,5.33
28858,41224,UPS,2024-07-15,2024-07-22,17.59
28859,12490,Evri,2022-11-29,2022-12-04,20.55
28860,28245,Evri,2022-06-27,2022-07-03,6.18
28861,36428,Evri,2025-11-21,2025-11-27,20.40
28862,31941,UPS,2022-06-18,2022-06-22,14.79
28863,15079,"Royal Mail",2022-11-23,2022-11-29,12.72
28864,48558,DHL,2023-09-22,2023-09-23,5.12
28865,1496,UPS,2023-07-03,2023-07-05,5.96
28866,23452,"Royal Mail",2022-11-30,2022-12-07,19.24
28867,37080,DPD,2024-09-16,2024-09-19,7.40
28868,37367,Evri,2023-11-20,2023-11-21,15.45
28869,20902,DHL,2025-03-18,2025-03-23,10.95
28870,37010,"Royal Mail",2022-11-30,2022-12-05,4.60
28871,29127,DPD,2025-10-16,2025-10-23,11.33
28872,12050,"Royal Mail",2024-07-25,2024-07-29,21.49
28873,17685,Unknown,2023-05-26,2023-06-01,4.91
28874,31214,UPS,2025-08-14,2025-08-19,24.36
28875,34353,UPS,2022-07-24,2022-07-28,18.57
28876,11748,DHL,2025-06-29,2025-07-04,16.18
28877,16494,Evri,2024-04-05,2024-04-11,23.79
28878,34735,Unknown,2024-12-09,2024-12-15,15.61
28879,22505,"Royal Mail",2022-09-12,2022-09-14,8.61
28880,11383,Evri,2023-07-19,2023-07-22,8.88
28881,33684,"Royal Mail",2024-12-11,2024-12-13,11.17
28882,21088,DPD,2025-09-15,2025-09-20,15.13
28883,6850,DHL,2022-07-07,2022-07-13,6.65
28884,23488,DHL,2024-11-09,2024-11-14,8.99
28885,17607,UPS,2025-06-22,2025-06-26,21.91
28886,33297,DPD,2023-10-06,2023-10-11,6.26
28887,945,DHL,2023-02-15,2023-02-21,2.72
28888,43112,DHL,2024-11-24,2024-11-27,20.44
28889,517,UPS,2025-10-26,2025-10-30,20.38
28890,37240,DPD,2025-12-20,2025-12-27,5.53
28891,5234,UPS,2023-09-21,2023-09-22,14.09
28892,28134,"Royal Mail",2022-07-02,2022-07-03,7.04
28893,37331,UPS,2022-10-21,2022-10-23,8.10
28894,40678,DPD,2025-05-21,2025-05-23,2.89
28895,8414,DHL,2024-11-07,2024-11-08,8.14
28896,2252,DPD,2022-04-19,2022-04-21,16.80
28897,12793,UPS,2023-12-20,2023-12-26,19.56
28898,39832,Evri,2025-12-23,2025-12-29,13.14
28899,8910,Evri,2022-07-23,2022-07-24,17.71
28900,31140,DPD,2022-02-05,2022-02-08,17.60
28901,17036,Evri,2022-12-24,2022-12-28,23.45
28902,2346,UPS,2022-06-10,2022-06-15,15.21
28903,20969,"Royal Mail",2025-01-22,2025-01-29,19.64
28904,28752,DHL,2022-08-21,2022-08-25,17.76
28905,29954,UPS,2023-09-13,2023-09-14,21.86
28906,46308,DPD,2022-04-16,2022-04-22,9.64
28907,46344,"Royal Mail",2025-11-06,2025-11-12,11.12
28908,34761,"Royal Mail",2024-12-01,2024-12-06,24.60
28909,3967,DPD,2023-09-19,2023-09-22,9.55
28910,18439,DPD,2022-12-21,2022-12-24,15.59
28911,37927,UPS,2023-05-30,2023-06-05,9.10
28912,1689,DPD,2024-08-22,2024-08-27,8.10
28913,22850,DPD,2025-11-28,2025-12-01,12.21
28914,12077,"Royal Mail",2024-03-03,2024-03-06,19.72
28915,34519,UPS,2023-06-04,2023-06-08,20.56
28916,30468,Evri,2024-12-01,2024-12-07,13.31
28917,47492,DPD,2023-07-05,2023-07-08,3.60
28918,1517,Evri,2024-04-18,2024-04-20,15.99
28919,15701,DPD,2023-12-18,2023-12-24,15.05
28920,35777,DHL,2025-03-26,2025-03-31,14.69
28921,7277,DPD,2022-12-23,2022-12-30,12.48
28922,3569,DPD,2022-02-26,2022-02-27,19.38
28923,11733,UPS,2023-12-29,2024-01-03,12.67
28924,7079,DHL,2024-09-11,2024-09-18,14.99
28925,16968,DHL,2023-11-28,2023-11-30,18.64
28926,39695,Evri,2025-12-05,2025-12-07,18.78
28927,3964,DHL,2022-10-23,2022-10-28,9.03
28928,26683,Evri,2025-08-31,2025-09-03,13.53
28929,1911,DHL,2023-01-11,2023-01-15,13.00
28930,9765,"Royal Mail",2024-07-08,2024-07-09,18.18
28931,19966,DPD,2024-06-01,2024-06-08,24.00
28932,1056,"Royal Mail",2023-07-26,2023-07-29,21.49
28933,49407,DHL,2023-01-11,2023-01-15,13.04
28934,11058,DHL,2023-12-13,2023-12-14,11.05
28935,17590,Evri,2025-06-17,2025-06-22,11.56
28936,49533,Evri,2024-08-15,2024-08-18,20.55
28937,46853,UPS,2022-10-16,2022-10-23,5.75
28938,8037,"Royal Mail",2022-11-07,2022-11-13,18.55
28939,32422,Evri,2024-07-14,2024-07-16,10.16
28940,48695,"Royal Mail",2025-06-01,2025-06-02,6.82
28941,16552,DPD,2022-12-26,2022-12-27,8.02
28942,38922,DHL,2023-11-27,2023-12-04,19.95
28943,26745,DPD,2023-08-26,2023-09-01,9.60
28944,20752,"Royal Mail",2025-02-15,2025-02-20,24.24
28945,47478,DHL,2023-07-27,2023-08-02,11.82
28946,15197,DPD,2022-01-15,2022-01-20,17.27
28947,24172,Evri,2025-08-17,2025-08-20,11.04
28948,41847,"Royal Mail",2025-08-06,2025-08-13,24.77
28949,37721,UPS,2022-11-04,2022-11-08,18.26
28950,22078,DHL,2024-06-21,2024-06-22,12.30
28951,12202,DHL,2023-11-08,2023-11-15,2.55
28952,18110,DPD,2024-07-23,2024-07-26,18.27
28953,21818,"Royal Mail",2022-09-23,2022-09-27,11.54
28954,33816,Evri,2025-08-25,2025-08-30,18.54
28955,48670,DPD,2023-02-28,2023-03-06,22.74
28956,43097,"Royal Mail",2024-11-20,2024-11-23,22.28
28957,36711,DHL,2022-08-15,2022-08-21,7.06
28958,47284,DPD,2023-04-14,2023-04-18,2.96
28959,23626,"Royal Mail",2023-10-12,2023-10-17,15.59
28960,1429,"Royal Mail",2025-10-15,2025-10-16,13.28
28961,11680,UPS,2022-07-11,2022-07-14,4.04
28962,2111,"Royal Mail",2022-06-20,2022-06-26,2.88
28963,32273,"Royal Mail",2022-09-02,2022-09-09,2.99
28964,9032,Evri,2023-11-02,2023-11-06,5.10
28965,40815,DPD,2025-12-16,2025-12-22,14.04
28966,15430,DHL,2023-09-29,2023-10-05,7.82
28967,977,DPD,2022-04-25,2022-04-28,21.97
28968,2444,Evri,2022-03-20,2022-03-22,19.80
28969,37112,DHL,2025-09-22,2025-09-26,17.10
28970,40763,"Royal Mail",2023-01-27,2023-02-01,8.13
28971,33720,Evri,2022-03-31,2022-04-06,6.25
28972,31952,UPS,2025-08-12,2025-08-18,8.54
28973,35808,DPD,2024-02-12,2024-02-17,15.01
28974,49500,Evri,2022-07-29,2022-07-30,18.48
28975,21847,"Royal Mail",2024-11-22,2024-11-24,21.22
28976,20487,Evri,2024-12-18,2024-12-24,12.31
28977,48128,DPD,2022-03-30,2022-04-06,16.56
28978,38501,Evri,2025-02-27,2025-02-28,2.85
28979,42679,"Royal Mail",2023-01-17,2023-01-23,9.24
28980,3258,DPD,2024-04-27,2024-05-03,7.31
28981,24759,"Royal Mail",2025-12-07,2025-12-09,14.32
28982,44303,DHL,2022-08-05,2022-08-07,10.27
28983,19858,DHL,2024-06-16,2024-06-21,17.06
28984,20164,Evri,2023-07-29,2023-08-04,10.66
28985,9881,Evri,2023-05-28,2023-06-03,20.28
28986,20232,DHL,2022-06-16,2022-06-23,11.80
28987,11870,DPD,2022-03-12,2022-03-17,15.20
28988,9687,"Royal Mail",2022-06-24,2022-07-01,13.66
28989,27163,"Royal Mail",2024-06-26,2024-06-30,8.61
28990,19084,UPS,2023-08-07,2023-08-09,13.20
28991,3789,DPD,2023-02-12,2023-02-19,18.82
28992,39153,UPS,2024-06-12,2024-06-18,21.33
28993,14953,UPS,2023-04-06,2023-04-10,18.88
28994,20928,DPD,2024-10-10,2024-10-13,24.48
28995,12061,"Royal Mail",2024-04-07,2024-04-10,7.80
28996,6357,DPD,2023-07-18,2023-07-23,6.54
28997,6695,DPD,2023-09-26,2023-10-01,2.58
28998,33339,UPS,2022-07-26,2022-08-02,15.87
28999,6777,UPS,2025-06-25,2025-06-26,21.07
29000,36782,UPS,2023-12-17,2023-12-24,9.26
29001,33666,DPD,2024-09-15,2024-09-18,12.79
29002,42742,"Royal Mail",2025-12-04,2025-12-05,7.55
29003,13257,UPS,2023-08-03,2023-08-09,10.25
29004,39452,DHL,2024-05-08,2024-05-13,24.24
29005,47745,DPD,2024-06-15,2024-06-16,5.86
29006,46663,UPS,2025-12-07,2025-12-11,4.64
29007,48481,"Royal Mail",2024-11-30,2024-12-04,4.55
29008,1570,"Royal Mail",2025-04-09,2025-04-14,10.97
29009,6246,DPD,2023-09-17,2023-09-22,16.97
29010,18118,DPD,2022-09-06,2022-09-10,13.14
29011,45392,Evri,2025-04-20,2025-04-22,17.31
29012,49102,DPD,2025-07-30,2025-08-04,24.94
29013,48622,Evri,2023-10-30,2023-11-05,16.53
29014,29631,UPS,2023-07-16,2023-07-20,20.77
29015,34347,UPS,2024-07-16,2024-07-23,7.05
29016,30328,DPD,2022-03-28,2022-04-01,15.62
29017,22142,UPS,2025-08-29,2025-09-01,11.97
29018,37859,DPD,2022-07-05,2022-07-09,7.70
29019,3197,DPD,2024-08-03,2024-08-08,23.10
29020,34389,"Royal Mail",2024-08-08,2024-08-10,9.38
29021,11595,DPD,2022-12-12,2022-12-16,12.19
29022,32150,Evri,2025-03-06,2025-03-11,22.27
29023,19231,DHL,2024-11-21,2024-11-23,17.20
29024,35039,Evri,2022-06-17,2022-06-21,16.86
29025,37186,DHL,2024-04-21,2024-04-28,15.73
29026,9216,Evri,2022-12-20,2022-12-23,12.86
29027,46996,DHL,2022-08-05,2022-08-08,17.98
29028,23338,Evri,2022-07-25,2022-07-28,16.81
29029,14005,"Royal Mail",2025-06-25,2025-06-28,20.64
29030,1581,Evri,2022-05-25,2022-05-27,17.56
29031,23215,"Royal Mail",2025-09-06,2025-09-07,5.95
29032,12105,DPD,2025-07-10,2025-07-13,9.40
29033,1182,UPS,2023-10-08,2023-10-10,4.20
29034,42326,UPS,2023-12-19,2023-12-23,19.22
29035,815,DPD,2023-06-30,2023-07-04,19.70
29036,14734,Evri,2024-07-21,2024-07-22,3.69
29037,18678,"Royal Mail",2024-06-25,2024-07-01,9.17
29038,8427,DHL,2022-04-06,2022-04-08,8.23
29039,23672,DHL,2025-08-05,2025-08-06,24.59
