ReturnID,OrderID,IsValidOrder,ReturnDate,ReturnReason,RefundAmount
3138,29755,Yes,2024-12-24,Damaged,207.10
3139,42019,Yes,2023-08-15,"Late Delivery",579.54
3140,15323,Yes,2023-06-15,"Changed Mind",268.35
3141,6433,Yes,2023-08-08,"Changed Mind",435.84
3142,10250,Yes,2022-01-22,"Late Delivery",513.22
3143,3102,Yes,2024-07-20,"Wrong Item",525.32
3144,32072,Yes,2022-05-04,"Wrong Item",441.95
3145,13714,Yes,2023-12-31,"Wrong Item",952.79
3146,17424,Yes,2024-12-12,"Changed Mind",899.76
3147,11138,Yes,2024-05-01,"Late Delivery",837.59
3148,2413,Yes,2023-06-24,"Changed Mind",364.18
3149,20239,Yes,2023-09-26,Damaged,677.49
3150,40051,Yes,2024-03-19,Damaged,1456.51
3151,40884,Yes,2025-03-10,"Wrong Item",832.68
3152,10124,Yes,2024-06-25,"Faulty Product",186.54
3153,2657,Yes,2025-01-30,"Faulty Product",621.26
3154,18517,Yes,2024-03-01,Damaged,829.33
3155,17335,Yes,2022-12-29,"Changed Mind",1124.39
3156,16771,Yes,2024-03-02,Damaged,479.10
3157,17182,Yes,2024-10-28,"Wrong Item",1177.27
3158,4778,Yes,2024-03-20,"Wrong Item",749.50
3159,14040,Yes,2025-09-01,"Changed Mind",99.84
3160,18493,Yes,2023-11-03,"Faulty Product",267.30
3161,7728,Yes,2025-08-25,"Changed Mind",725.24
3162,26603,Yes,2025-11-28,"Wrong Item",1291.60
3163,12694,Yes,2023-11-23,Damaged,436.25
3164,26489,Yes,2022-05-26,"Changed Mind",79.13
3165,16927,Yes,2022-08-29,"Changed Mind",1388.75
3166,38782,Yes,2022-06-15,Damaged,430.31
3167,8035,Yes,2026-01-03,"Wrong Item",897.83
3168,41218,Yes,2023-10-26,"Changed Mind",1289.19
3169,12099,Yes,2022-05-19,Damaged,117.67
3170,15759,Yes,2023-09-14,"Late Delivery",742.39
3171,6571,Yes,2025-09-16,"Faulty Product",62.08
3172,28330,Yes,2022-11-16,"Faulty Product",975.90
3173,1561,Yes,2025-05-13,Damaged,858.80
3174,38495,Yes,2025-12-26,"Late Delivery",55.66
3175,43793,Yes,2023-11-24,"Faulty Product",1134.00
3176,7781,Yes,2022-11-28,Damaged,908.78
3177,20627,Yes,2025-02-02,Damaged,838.83
3178,25448,Yes,2022-04-27,"Late Delivery",852.71
3179,5516,Yes,2022-06-24,"Late Delivery",463.61
3180,18943,Yes,2022-12-19,"Changed Mind",394.02
3181,17932,Yes,2025-11-15,Damaged,1041.13
3182,29509,Yes,2024-08-20,"Changed Mind",1427.58
3183,30166,Yes,2023-12-10,"Faulty Product",725.24
3184,777,Yes,2023-11-05,"Faulty Product",40.09
3185,19018,Yes,2022-06-28,Damaged,259.33
3186,37241,Yes,2022-11-07,Damaged,200.24
3187,41699,Yes,2025-08-18,"Faulty Product",73.86
3188,28521,Yes,2022-12-12,"Wrong Item",987.12
3189,3195,Yes,2023-04-08,"Wrong Item",1081.78
3190,12608,Yes,2022-04-16,"Wrong Item",747.35
3191,11305,Yes,2024-03-23,"Wrong Item",80.30
3192,43025,Yes,2024-06-24,"Wrong Item",276.96
3193,9019,Yes,2025-12-31,Damaged,579.26
3194,34669,Yes,2024-02-22,"Wrong Item",951.75
3195,35871,Yes,2024-04-05,"Wrong Item",1670.61
3196,40330,Yes,2024-12-16,"Changed Mind",973.48
3197,44695,Yes,2025-07-18,Damaged,991.64
3198,43758,Yes,2024-11-11,Damaged,515.29
3199,22366,Yes,2024-12-23,"Wrong Item",824.37
3200,23848,Yes,2022-12-15,"Late Delivery",1381.56
3201,25059,Yes,2022-10-29,"Wrong Item",1444.47
3202,29111,Yes,2023-02-07,"Faulty Product",503.67
3203,37956,Yes,2024-12-12,"Changed Mind",697.93
3204,43097,Yes,2024-11-23,"Wrong Item",629.77
3205,36762,Yes,2024-07-09,"Late Delivery",1637.62
3206,34231,Yes,2022-03-01,"Faulty Product",1351.37
3207,33525,Yes,2024-12-05,"Changed Mind",84.57
3208,4796,Yes,2025-07-20,Damaged,695.03
3209,23388,Yes,2022-01-15,Damaged,410.03
3210,11381,Yes,2023-04-11,Damaged,388.23
3211,42992,Yes,2022-12-24,"Faulty Product",1089.56
3212,18911,Yes,2023-08-09,"Late Delivery",734.56
3213,47659,Yes,2022-09-04,"Faulty Product",1835.46
3214,32575,Yes,2024-07-12,"Wrong Item",194.59
3215,38463,Yes,2023-08-11,"Wrong Item",72.02
3216,23395,Yes,2023-01-08,"Late Delivery",797.13
3217,4571,Yes,2025-06-24,"Changed Mind",162.73
3218,44482,Yes,2023-08-07,"Changed Mind",937.18
3219,28290,Yes,2025-02-26,"Faulty Product",235.07
3220,27714,Yes,2025-12-15,Damaged,67.89
3221,3712,Yes,2024-12-17,"Late Delivery",1055.39
3222,10318,Yes,2022-02-18,"Late Delivery",607.55
3223,46847,Yes,2023-07-27,"Late Delivery",502.85
3224,41958,Yes,2022-04-19,"Faulty Product",668.85
3225,18604,Yes,2022-08-13,"Late Delivery",206.55
3226,10231,Yes,2022-11-05,Damaged,1377.69
3227,47670,Yes,2024-06-15,"Late Delivery",885.73
3228,33951,Yes,2024-06-15,"Wrong Item",249.48
3229,9898,Yes,2025-06-03,"Faulty Product",213.42
3230,46370,Yes,2023-02-19,"Wrong Item",132.00
3231,15193,Yes,2023-08-09,"Changed Mind",495.31
3232,2453,Yes,2022-05-07,Damaged,1021.16
3233,444444,NO,2024-11-09,"Faulty Product",828.48
3234,7996,Yes,2022-09-26,Damaged,595.58
3235,24276,Yes,2023-08-14,"Wrong Item",1351.74
3236,44374,Yes,2024-08-10,"Wrong Item",656.77
3237,16913,Yes,2025-10-21,"Changed Mind",852.08
3238,24943,Yes,2024-03-27,"Late Delivery",648.01
3239,13015,Yes,2023-03-28,Damaged,199.70
3240,41985,Yes,2022-06-05,Damaged,414.63
3241,20625,Yes,2024-05-29,"Late Delivery",533.46
3242,22944,Yes,2024-02-26,"Late Delivery",1421.05
3243,39177,Yes,2025-11-18,"Wrong Item",103.09
3244,16207,Yes,2023-10-26,"Wrong Item",444.72
3245,33544,Yes,2023-11-27,Damaged,1148.21
3246,39827,Yes,2023-04-26,Damaged,934.42
3247,4924,Yes,2023-08-10,"Late Delivery",453.15
3248,27164,Yes,2022-12-22,"Late Delivery",350.49
3249,41628,Yes,2022-06-14,"Wrong Item",1405.53
3250,37433,Yes,2022-06-09,"Wrong Item",1216.36
3251,16796,Yes,2023-08-19,"Wrong Item",1198.84
3252,29170,Yes,2022-10-03,"Changed Mind",598.49
3253,5520,Yes,2025-08-26,"Wrong Item",1286.92
3254,47672,Yes,2024-07-17,"Faulty Product",289.58
3255,40071,Yes,2024-06-03,"Wrong Item",226.15
3256,24126,Yes,2025-02-09,"Changed Mind",196.11
3257,44023,Yes,2023-09-18,"Changed Mind",864.02
3258,17639,Yes,2023-09-22,"Faulty Product",1108.99
3259,17358,Yes,2024-09-30,Damaged,325.30
3260,7924,Yes,2025-09-16,"Wrong Item",608.77
3261,29364,Yes,2024-05-13,"Wrong Item",874.79
3262,7350,Yes,2023-07-22,"Late Delivery",514.96
3263,16210,Yes,2022-11-28,Damaged,631.09
3264,4270,Yes,2024-11-20,"Late Delivery",668.08
3265,35653,Yes,2023-06-06,Damaged,895.63
3266,27364,Yes,2024-10-11,Damaged,908.13
3267,5075,Yes,2024-08-15,"Late Delivery",1021.72
3268,36967,Yes,2023-12-22,"Wrong Item",793.60
3269,41459,Yes,2025-04-09,"Changed Mind",787.94
3270,28154,Yes,2023-10-20,"Changed Mind",182.60
3271,46038,Yes,2025-12-10,"Late Delivery",946.12
3272,37651,Yes,2023-07-06,"Late Delivery",421.58
3273,22639,Yes,2024-04-08,"Late Delivery",421.49
3274,23859,Yes,2022-12-05,"Changed Mind",601.32
3275,39540,Yes,2022-06-10,"Changed Mind",324.73
3276,24867,Yes,2024-01-02,"Late Delivery",1648.83
3277,24424,Yes,2022-10-17,"Wrong Item",888.77
3278,27836,Yes,2023-12-17,Damaged,502.95
3279,12811,Yes,2023-03-03,"Late Delivery",311.73
3280,20226,Yes,2025-07-03,Damaged,781.22
3281,17614,Yes,2024-05-31,"Late Delivery",1111.67
3282,38188,Yes,2024-06-09,Damaged,96.10
3283,8032,Yes,2025-07-02,"Wrong Item",26.89
3284,20794,Yes,2025-12-26,"Late Delivery",663.24
3285,48125,Yes,2022-06-15,"Wrong Item",941.92
3286,47279,Yes,2025-12-07,Damaged,755.21
3287,45537,Yes,2023-05-03,"Late Delivery",201.56
3288,28513,Yes,2025-03-14,"Wrong Item",415.87
3289,29463,Yes,2024-12-07,"Late Delivery",981.81
3290,20131,Yes,2025-07-03,"Changed Mind",497.08
3291,43102,Yes,2023-09-26,"Wrong Item",172.31
3292,37031,Yes,2022-08-12,"Changed Mind",250.07
3293,47352,Yes,2023-10-12,"Faulty Product",917.64
3294,3069,Yes,2022-05-14,"Changed Mind",387.62
3295,39188,Yes,2023-09-30,Damaged,737.60
3296,15233,Yes,2023-04-07,"Faulty Product",1090.54
3297,45434,Yes,2025-03-03,Damaged,735.74
3298,4040,Yes,2024-10-23,"Changed Mind",511.52
3299,49715,Yes,2025-08-29,Damaged,435.61
3300,6767,Yes,2023-12-11,"Changed Mind",661.95
3301,12035,Yes,2026-01-08,"Faulty Product",69.22
3302,25641,Yes,2025-08-11,Damaged,96.03
3303,444444,NO,2023-06-21,"Late Delivery",1005.28
3304,43977,Yes,2022-02-01,"Faulty Product",1565.74
3305,28948,Yes,2023-12-27,"Faulty Product",817.58
3306,31303,Yes,2024-12-15,"Faulty Product",182.95
3307,6288,Yes,2025-05-19,"Faulty Product",1054.63
3308,49376,Yes,2024-06-19,"Wrong Item",489.88
3309,26937,Yes,2026-01-02,"Late Delivery",1079.29
3310,41693,Yes,2025-10-26,"Faulty Product",907.03
3311,37404,Yes,2023-08-14,Damaged,218.82
3312,25922,Yes,2024-04-28,"Faulty Product",189.05
3313,1880,Yes,2025-09-13,"Late Delivery",231.27
3314,28529,Yes,2024-06-28,"Faulty Product",543.37
3315,28115,Yes,2025-03-09,"Wrong Item",440.45
3316,505,Yes,2022-03-07,"Late Delivery",841.38
3317,39894,Yes,2022-11-15,"Changed Mind",68.44
3318,17032,Yes,2024-04-11,"Late Delivery",404.52
3319,26751,Yes,2025-03-08,"Faulty Product",1229.99
3320,18244,Yes,2022-06-29,"Faulty Product",102.54
3321,14974,Yes,2023-12-29,Damaged,166.44
3322,34958,Yes,2022-08-02,"Late Delivery",267.82
3323,22227,Yes,2025-07-10,"Late Delivery",519.79
3324,10168,Yes,2025-07-23,"Late Delivery",501.04
3325,4898,Yes,2024-08-17,"Changed Mind",715.94
3326,30544,Yes,2023-09-11,"Wrong Item",1175.00
3327,27756,Yes,2024-12-30,"Late Delivery",712.92
3328,42438,Yes,2024-12-19,"Faulty Product",293.43
3329,22045,Yes,2024-06-24,"Changed Mind",119.07
3330,46872,Yes,2025-08-18,Damaged,214.93
3331,31985,Yes,2024-04-24,"Late Delivery",1232.08
3332,25077,Yes,2023-10-07,"Wrong Item",422.41
3333,27414,Yes,2022-09-07,"Changed Mind",653.51
3334,47616,Yes,2025-04-26,Damaged,151.25
3335,4606,Yes,2022-11-19,"Faulty Product",85.48
3336,36827,Yes,2023-12-09,"Faulty Product",376.37
3337,28218,Yes,2023-06-11,Damaged,245.15
3338,16568,Yes,2022-06-09,"Changed Mind",658.73
3339,4276,Yes,2022-09-03,"Late Delivery",790.35
3340,18103,Yes,2023-07-20,"Wrong Item",399.95
3341,26283,Yes,2023-03-04,"Faulty Product",145.00
3342,38190,Yes,2024-11-29,"Late Delivery",951.03
3343,10639,Yes,2024-10-12,"Faulty Product",508.97
3344,2601,Yes,2023-11-07,"Faulty Product",324.01
3345,9076,Yes,2024-05-02,Damaged,998.48
3346,28539,Yes,2022-01-27,"Wrong Item",282.31
3347,49759,Yes,2024-06-11,"Faulty Product",579.62
3348,29237,Yes,2022-10-25,"Wrong Item",1805.50
3349,3966,Yes,2022-07-23,Damaged,381.78
3350,43806,Yes,2023-01-12,"Faulty Product",392.01
3351,31128,Yes,2025-04-16,"Wrong Item",956.14
3352,32253,Yes,2025-08-13,"Changed Mind",399.99
3353,1225,Yes,2022-12-13,"Late Delivery",460.28
3354,43011,Yes,2024-03-31,Damaged,1352.99
3355,3700,Yes,2022-07-13,"Wrong Item",1076.19
3356,49494,Yes,2023-12-01,"Faulty Product",547.73
3357,39404,Yes,2026-01-04,"Late Delivery",757.05
3358,46201,Yes,2023-12-31,"Late Delivery",101.99
3359,12200,Yes,2025-07-20,"Changed Mind",300.65
3360,1892,Yes,2025-11-03,"Faulty Product",291.83
3361,4955,Yes,2022-03-30,"Wrong Item",410.48
3362,38765,Yes,2025-06-23,"Changed Mind",720.50
3363,47170,Yes,2023-04-13,"Late Delivery",494.00
3364,19721,Yes,2022-02-14,Damaged,419.78
3365,1139,Yes,2023-07-05,Damaged,1018.18
3366,14014,Yes,2023-11-20,"Faulty Product",561.41
3367,444444,NO,2022-08-16,"Faulty Product",1487.09
3368,25112,Yes,2023-03-22,"Wrong Item",564.11
3369,5372,Yes,2023-12-08,"Wrong Item",908.95
3370,46286,Yes,2025-09-12,"Late Delivery",543.99
3371,46468,Yes,2025-07-02,"Wrong Item",559.96
3372,9682,Yes,2025-06-18,"Changed Mind",415.95
3373,37461,Yes,2024-05-12,"Wrong Item",1149.45
3374,42285,Yes,2023-06-20,"Changed Mind",1036.39
3375,32722,Yes,2024-09-29,"Changed Mind",179.15
3376,12392,Yes,2024-11-25,"Changed Mind",1055.00
3377,15765,Yes,2024-12-28,"Wrong Item",687.47
3378,12468,Yes,2025-08-11,"Faulty Product",121.36
3379,47574,Yes,2023-12-08,"Late Delivery",783.01
3380,7999,Yes,2022-04-07,"Late Delivery",1177.95
3381,24083,Yes,2023-08-04,"Late Delivery",585.11
3382,18442,Yes,2025-10-19,"Changed Mind",790.01
3383,336,Yes,2025-06-26,"Wrong Item",834.72
3384,20317,Yes,2023-01-01,"Faulty Product",705.42
3385,14126,Yes,2022-10-10,"Faulty Product",791.78
3386,1926,Yes,2024-04-17,"Faulty Product",633.40
3387,13432,Yes,2022-10-11,"Faulty Product",183.00
3388,755,Yes,2024-06-13,Damaged,519.13
3389,10418,Yes,2024-04-04,"Wrong Item",307.83
3390,30581,Yes,2022-08-02,"Wrong Item",1434.50
3391,9866,Yes,2022-12-17,"Wrong Item",1244.72
3392,45847,Yes,2024-02-13,"Faulty Product",1049.08
3393,23508,Yes,2023-08-21,Damaged,1146.76
3394,16759,Yes,2024-06-22,"Wrong Item",162.54
3395,39843,Yes,2024-05-03,"Wrong Item",656.30
3396,44189,Yes,2023-09-23,"Wrong Item",793.95
3397,48169,Yes,2024-02-25,Damaged,924.70
3398,31411,Yes,2022-03-03,"Faulty Product",1443.16
3399,24066,Yes,2022-12-20,"Late Delivery",1278.80
3400,17522,Yes,2023-09-25,"Late Delivery",462.47
3401,34119,Yes,2024-11-19,"Changed Mind",808.59
3402,5389,Yes,2024-01-02,"Late Delivery",725.27
3403,16525,Yes,2025-06-20,"Late Delivery",304.88
3404,473,Yes,2025-05-09,"Faulty Product",1049.80
3405,41299,Yes,2024-06-08,"Faulty Product",1185.96
3406,38186,Yes,2024-08-05,"Changed Mind",1075.75
3407,42284,Yes,2024-03-30,"Faulty Product",1563.97
3408,17753,Yes,2025-09-18,Damaged,1583.72
3409,49973,Yes,2025-06-10,"Faulty Product",1028.68
3410,9086,Yes,2025-08-09,"Wrong Item",812.05
3411,24131,Yes,2023-12-07,"Changed Mind",1224.27
3412,15797,Yes,2025-07-07,"Faulty Product",255.06
3413,3426,Yes,2022-01-12,Damaged,1521.92
3414,9698,Yes,2023-04-02,Damaged,730.56
3415,39351,Yes,2025-05-30,Damaged,616.72
3416,22598,Yes,2024-12-30,"Changed Mind",947.58
3417,14886,Yes,2023-11-18,Damaged,803.25
3418,13756,Yes,2025-02-03,Damaged,809.05
3419,35248,Yes,2022-08-17,Damaged,340.16
3420,393,Yes,2023-10-13,"Late Delivery",87.90
3421,37202,Yes,2022-12-24,"Faulty Product",826.11
3422,340,Yes,2023-07-17,"Changed Mind",858.31
3423,38241,Yes,2022-12-17,"Faulty Product",659.48
3424,4202,Yes,2023-11-27,"Changed Mind",745.02
3425,31108,Yes,2024-12-04,"Wrong Item",641.98
3426,38981,Yes,2025-12-03,Damaged,1464.20
3427,773,Yes,2023-12-10,Damaged,615.06
3428,15701,Yes,2023-12-31,"Changed Mind",867.94
3429,35368,Yes,2022-02-11,Damaged,153.12
3430,11811,Yes,2024-08-21,"Wrong Item",1010.43
3431,23855,Yes,2024-07-04,"Faulty Product",372.79
3432,49371,Yes,2024-12-04,"Late Delivery",1000.16
3433,11219,Yes,2022-11-30,"Faulty Product",225.21
3434,19582,Yes,2024-08-25,"Late Delivery",127.43
3435,16373,Yes,2024-12-18,"Faulty Product",525.60
3436,43174,Yes,2024-06-27,"Faulty Product",314.92
3437,8848,Yes,2023-03-18,"Faulty Product",1248.26
3438,15066,Yes,2025-07-22,"Faulty Product",905.92
3439,12149,Yes,2022-03-02,"Wrong Item",861.98
3440,33673,Yes,2023-06-16,Damaged,722.54
3441,46874,Yes,2025-04-09,Damaged,987.87
3442,4947,Yes,2025-03-20,"Changed Mind",107.67
3443,20461,Yes,2024-05-14,Damaged,1724.73
3444,43124,Yes,2024-06-15,"Late Delivery",569.30
3445,47790,Yes,2024-12-29,"Wrong Item",951.42
3446,782,Yes,2024-08-15,Damaged,1277.77
3447,29047,Yes,2023-10-02,"Changed Mind",575.18
3448,39011,Yes,2024-11-18,"Wrong Item",618.21
3449,42899,Yes,2022-04-02,"Changed Mind",184.39
3450,21782,Yes,2025-09-08,"Changed Mind",1313.46
3451,42298,Yes,2023-06-16,"Late Delivery",1169.47
3452,11169,Yes,2025-07-09,"Wrong Item",1294.88
3453,30518,Yes,2022-05-13,"Late Delivery",1720.96
3454,42417,Yes,2023-03-05,"Changed Mind",1344.97
3455,34243,Yes,2025-07-24,"Faulty Product",375.64
3456,40846,Yes,2023-06-25,"Changed Mind",500.74
3457,44005,Yes,2023-11-29,"Late Delivery",562.54
3458,36716,Yes,2022-08-04,"Changed Mind",66.96
3459,40198,Yes,2023-11-27,"Faulty Product",643.02
3460,15558,Yes,2024-01-11,"Wrong Item",208.10
3461,21180,Yes,2024-08-06,"Changed Mind",1612.37
3462,11405,Yes,2024-04-24,Damaged,719.82
3463,37744,Yes,2023-09-13,"Changed Mind",592.56
3464,24175,Yes,2022-10-16,"Faulty Product",994.99
3465,11632,Yes,2023-04-29,"Late Delivery",72.77
3466,9103,Yes,2025-01-05,"Wrong Item",1244.88
3467,15214,Yes,2022-03-29,"Faulty Product",347.55
3468,29783,Yes,2023-03-09,"Late Delivery",981.46
3469,9079,Yes,2022-07-02,"Wrong Item",80.92
3470,19104,Yes,2023-09-29,Damaged,192.62
3471,42753,Yes,2025-04-30,"Late Delivery",1745.08
3472,48838,Yes,2023-11-18,Damaged,109.46
3473,18511,Yes,2022-11-04,"Wrong Item",486.33
3474,44830,Yes,2025-06-19,"Late Delivery",1430.03
3475,38073,Yes,2024-10-15,"Changed Mind",329.49
3476,2959,Yes,2023-12-11,"Wrong Item",845.88
3477,6430,Yes,2022-03-28,"Changed Mind",406.24
3478,18436,Yes,2022-05-28,"Wrong Item",990.46
3479,42890,Yes,2024-12-31,"Faulty Product",1044.55
3480,12218,Yes,2023-08-14,"Faulty Product",615.22
3481,15465,Yes,2024-06-27,"Wrong Item",271.52
3482,5537,Yes,2022-10-30,"Faulty Product",112.57
3483,12914,Yes,2024-09-10,"Changed Mind",1302.74
3484,17312,Yes,2024-06-16,Damaged,76.29
3485,21103,Yes,2023-12-01,"Changed Mind",13.10
3486,49248,Yes,2023-09-08,"Wrong Item",808.46
3487,33490,Yes,2025-05-17,"Changed Mind",622.58
3488,444444,NO,2022-11-23,Damaged,933.89
3489,4107,Yes,2023-12-19,Damaged,333.14
3490,46527,Yes,2022-03-13,"Faulty Product",466.10
3491,48935,Yes,2023-05-22,"Wrong Item",119.47
3492,21516,Yes,2024-09-19,Damaged,246.20
3493,12435,Yes,2025-07-10,"Wrong Item",555.24
3494,47048,Yes,2025-10-25,"Late Delivery",1209.81
3495,33774,Yes,2022-10-04,"Late Delivery",1226.32
3496,22513,Yes,2022-04-08,"Wrong Item",1322.37
3497,8820,Yes,2023-01-20,"Changed Mind",1064.10
3498,40938,Yes,2022-11-27,Damaged,889.95
3499,30744,Yes,2023-12-19,Damaged,863.33
3500,31399,Yes,2025-07-30,Damaged,689.69
3501,14144,Yes,2025-09-04,"Changed Mind",684.34
3502,18192,Yes,2024-07-16,"Wrong Item",449.89
3503,9861,Yes,2022-04-20,"Late Delivery",389.60
3504,37732,Yes,2024-03-09,"Wrong Item",132.31
3505,39127,Yes,2025-07-05,"Wrong Item",946.00
3506,19595,Yes,2023-11-19,"Faulty Product",1444.63
3507,19432,Yes,2022-11-08,"Wrong Item",549.70
3508,4187,Yes,2025-12-27,"Wrong Item",690.55
3509,33097,Yes,2022-12-07,"Faulty Product",1441.45
3510,47631,Yes,2022-05-02,"Late Delivery",484.73
3511,24954,Yes,2023-02-16,Damaged,121.28
3512,35187,Yes,2025-02-04,Damaged,851.06
3513,25441,Yes,2023-11-10,"Changed Mind",879.65
3514,41424,Yes,2024-05-18,"Faulty Product",1257.75
3515,28673,Yes,2022-08-27,"Late Delivery",1020.08
3516,20974,Yes,2025-06-24,Damaged,367.09
3517,29756,Yes,2025-01-03,Damaged,115.23
3518,34157,Yes,2025-01-05,"Faulty Product",299.94
3519,47204,Yes,2024-08-19,"Faulty Product",540.85
3520,45309,Yes,2023-07-25,"Wrong Item",1471.91
3521,32016,Yes,2025-04-13,"Wrong Item",1458.04
3522,22560,Yes,2024-06-28,Damaged,288.64
3523,11713,Yes,2023-12-29,"Wrong Item",1449.70
3524,23442,Yes,2022-10-22,Damaged,1382.66
3525,12276,Yes,2022-02-03,"Wrong Item",868.98
3526,35909,Yes,2024-10-09,"Changed Mind",928.42
3527,32517,Yes,2024-12-16,"Late Delivery",947.41
3528,42447,Yes,2025-03-07,Damaged,113.71
3529,38834,Yes,2024-01-13,Damaged,929.60
3530,3450,Yes,2024-11-15,Damaged,932.75
3531,25408,Yes,2025-11-04,Damaged,401.22
3532,13927,Yes,2024-01-22,"Faulty Product",193.77
3533,18171,Yes,2025-03-08,Damaged,835.88
3534,31936,Yes,2023-08-11,"Wrong Item",1270.54
3535,31993,Yes,2023-11-03,"Changed Mind",675.46
3536,36087,Yes,2025-08-29,"Late Delivery",1580.47
3537,43537,Yes,2023-11-08,"Changed Mind",1097.64
3538,8879,Yes,2025-08-22,"Wrong Item",1340.83
3539,5303,Yes,2024-01-09,"Wrong Item",1824.13
3540,16018,Yes,2022-04-14,"Wrong Item",856.11
3541,444444,NO,2026-01-04,"Faulty Product",1069.86
3542,21742,Yes,2022-03-04,"Wrong Item",295.77
3543,21479,Yes,2024-09-30,"Late Delivery",825.36
3544,20858,Yes,2023-09-15,"Late Delivery",687.00
3545,48162,Yes,2024-09-16,"Late Delivery",505.75
3546,2034,Yes,2022-03-05,"Faulty Product",941.54
3547,27205,Yes,2023-12-17,"Faulty Product",602.42
3548,18879,Yes,2023-10-31,Damaged,838.34
3549,37184,Yes,2022-07-23,"Late Delivery",436.85
3550,30695,Yes,2025-02-17,"Changed Mind",356.23
3551,28239,Yes,2023-07-03,"Changed Mind",869.81
3552,18638,Yes,2024-05-15,"Wrong Item",1322.64
3553,6189,Yes,2024-10-09,Damaged,608.06
3554,22965,Yes,2025-08-20,"Changed Mind",655.97
3555,47348,Yes,2024-10-05,"Late Delivery",350.81
3556,14008,Yes,2025-12-26,"Wrong Item",1154.26
3557,18383,Yes,2025-09-09,"Late Delivery",145.45
3558,38194,Yes,2025-08-22,"Faulty Product",451.91
3559,1450,Yes,2022-11-14,Damaged,595.51
3560,37907,Yes,2025-04-02,"Faulty Product",1061.89
3561,19733,Yes,2022-12-28,Damaged,79.30
3562,11956,Yes,2023-12-06,"Wrong Item",414.40
3563,44814,Yes,2025-07-31,"Changed Mind",1797.22
3564,34504,Yes,2025-08-22,"Changed Mind",662.69
3565,22646,Yes,2025-09-20,"Wrong Item",1480.58
3566,11561,Yes,2024-04-27,"Wrong Item",186.18
3567,11923,Yes,2024-10-14,"Faulty Product",589.02
3568,37013,Yes,2022-12-05,"Changed Mind",1381.36
3569,46333,Yes,2022-10-22,"Wrong Item",9.50
3570,3993,Yes,2024-11-02,"Changed Mind",367.87
3571,13217,Yes,2023-09-12,"Faulty Product",101.39
3572,24231,Yes,2023-06-05,"Wrong Item",860.63
3573,43791,Yes,2023-08-26,"Late Delivery",397.09
3574,40640,Yes,2025-08-16,"Faulty Product",664.24
3575,37674,Yes,2025-09-19,"Faulty Product",673.73
3576,36715,Yes,2022-03-24,"Late Delivery",1416.68
3577,21068,Yes,2023-06-22,"Wrong Item",1111.11
3578,7080,Yes,2025-09-11,"Changed Mind",1085.73
3579,37165,Yes,2022-05-31,"Changed Mind",1049.28
3580,9667,Yes,2025-10-09,"Faulty Product",191.67
3581,22040,Yes,2023-08-01,"Faulty Product",561.94
3582,16454,Yes,2023-06-30,"Late Delivery",933.64
3583,2566,Yes,2025-04-12,"Faulty Product",74.98
3584,20407,Yes,2023-10-06,"Wrong Item",814.92
3585,14603,Yes,2022-12-23,"Changed Mind",1082.34
3586,38334,Yes,2022-09-25,"Faulty Product",335.20
3587,11464,Yes,2022-03-13,Damaged,1105.93
3588,30969,Yes,2025-04-14,"Wrong Item",719.73
3589,11897,Yes,2025-12-26,"Faulty Product",594.99
3590,8087,Yes,2022-03-12,"Wrong Item",689.12
3591,27168,Yes,2024-11-20,"Changed Mind",411.08
3592,29319,Yes,2024-05-07,"Late Delivery",565.09
3593,3367,Yes,2025-05-01,"Changed Mind",432.26
3594,42361,Yes,2022-10-10,"Faulty Product",725.73
3595,23964,Yes,2025-05-17,"Changed Mind",999.20
3596,44804,Yes,2023-11-26,"Wrong Item",751.94
3597,44606,Yes,2023-03-16,"Faulty Product",686.07
3598,32020,Yes,2023-12-26,"Changed Mind",410.54
3599,32536,Yes,2025-09-17,"Late Delivery",810.35
3600,20843,Yes,2023-12-19,"Changed Mind",118.16
3601,7043,Yes,2025-11-04,"Faulty Product",808.30
3602,41593,Yes,2025-12-06,"Faulty Product",880.71
3603,8998,Yes,2023-09-19,"Faulty Product",427.94
3604,27357,Yes,2025-09-01,"Changed Mind",605.32
3605,34270,Yes,2025-12-12,"Wrong Item",970.55
3606,15473,Yes,2022-11-25,Damaged,123.71
3607,42869,Yes,2022-07-28,"Faulty Product",57.23
3608,45578,Yes,2024-04-28,"Changed Mind",891.33
3609,36390,Yes,2022-12-18,Damaged,627.04
3610,36607,Yes,2025-12-24,"Faulty Product",840.65
3611,31416,Yes,2025-09-15,Damaged,628.75
3612,19780,Yes,2025-04-05,"Faulty Product",688.63
3613,14689,Yes,2025-09-16,"Faulty Product",918.58
3614,16066,Yes,2025-02-04,"Faulty Product",407.27
3615,3060,Yes,2025-01-26,"Faulty Product",388.55
3616,6456,Yes,2025-01-01,"Late Delivery",1244.46
3617,35409,Yes,2024-03-31,"Wrong Item",248.69
3618,44871,Yes,2024-11-14,Damaged,1344.71
3619,7520,Yes,2022-08-14,Damaged,969.44
3620,23456,Yes,2025-03-29,"Faulty Product",573.48
3621,22581,Yes,2024-11-07,"Late Delivery",563.81
3622,35001,Yes,2025-05-31,Damaged,179.05
3623,313,Yes,2025-08-09,"Late Delivery",928.39
3624,27231,Yes,2025-06-11,Damaged,1397.48
3625,24336,Yes,2022-06-21,"Late Delivery",1234.61
